order_date,order_date_of_month,dow,orders,delivery_fee,restaurant_id,food_price,is_coupon_used,is_bkk,is_chain_res,is_main_dish,CASH,LINEMAN_CREDIT_CARD,RLP,L,M,S,cooking_time_in_seconds_trf,delivery_time_in_seconds_trf,total_time_waiting,%_coupon_used,%_chain_res,%_S_resturant_orders,%_L_resturant_orders,orders_per_rest,%_CASH
275,28,2,650,10.0,122,135.0,645,382,91,454,509.0,80,61,232.0,192.0,226.0,647.0,492.0,1223.0,0.9923076923076923,0.14,0.3476923076923077,0.3569230769230769,5.327868852459017,0.7830769230769231
276,29,3,677,10.0,120,134.0,672,376,76,491,523.0,92,62,217.0,205.0,255.0,700.0,477.0,1210.0,0.9926144756277696,0.11225997045790251,0.3766617429837518,0.3205317577548006,5.641666666666667,0.7725258493353028
277,30,4,692,5.0,123,135.0,687,379,71,526,542.0,99,51,223.0,221.0,248.0,647.0,475.0,1156.0,0.9927745664739884,0.10260115606936417,0.3583815028901734,0.3222543352601156,5.626016260162602,0.7832369942196532
278,31,5,673,5.0,127,135.0,666,379,97,516,540.0,84,49,222.0,202.0,249.0,699.0,482.0,1197.0,0.9895988112927192,0.14413075780089152,0.3699851411589896,0.3298662704309064,5.299212598425197,0.8023774145616642
279,1,6,717,5.0,129,140.0,704,407,96,531,569.0,88,60,231.0,254.0,232.0,664.0,476.0,1192.0,0.9818688981868898,0.13389121338912133,0.32357043235704325,0.32217573221757323,5.558139534883721,0.793584379358438
280,2,0,723,10.0,114,140.0,719,417,102,535,590.0,80,53,230.0,224.0,269.0,706.5,493.0,1230.0,0.9944674965421854,0.14107883817427386,0.37206085753803597,0.318118948824343,6.342105263157895,0.8160442600276625
281,3,1,614,5.0,119,129.0,606,356,87,456,474.0,86,54,191.0,169.0,254.0,631.0,474.0,1159.0,0.9869706840390879,0.14169381107491857,0.41368078175895767,0.31107491856677527,5.159663865546219,0.7719869706840391
282,4,2,653,10.0,124,132.0,648,380,94,469,510.0,94,49,178.0,223.0,252.0,638.0,476.0,1202.5,0.9923430321592649,0.1439509954058193,0.38591117917304746,0.2725880551301684,5.266129032258065,0.781010719754977
283,5,3,667,5.0,119,140.0,652,386,85,494,539.0,75,53,198.0,222.0,247.0,677.0,467.0,1177.0,0.9775112443778111,0.12743628185907047,0.37031484257871067,0.29685157421289354,5.605042016806722,0.808095952023988
284,6,4,749,5.0,128,140.0,742,413,94,543,616.0,81,52,243.0,225.0,281.0,629.0,459.0,1139.5,0.9906542056074766,0.12550066755674233,0.3751668891855808,0.32443257676902537,5.8515625,0.822429906542056
285,7,5,722,10.0,134,150.0,712,412,64,543,564.0,98,60,204.0,209.0,309.0,649.0,509.5,1201.0,0.9861495844875346,0.0886426592797784,0.4279778393351801,0.28254847645429365,5.388059701492537,0.7811634349030471
286,8,6,731,5.0,124,140.0,728,395,77,532,596.0,76,59,279.0,209.0,243.0,677.0,495.0,1177.0,0.9958960328317373,0.10533515731874145,0.332421340629275,0.3816689466484268,5.895161290322581,0.8153214774281806
287,9,0,708,5.0,121,145.0,693,412,89,506,565.0,87,56,243.0,197.0,268.0,689.0,452.0,1186.5,0.9788135593220338,0.12570621468926554,0.3785310734463277,0.3432203389830508,5.851239669421488,0.7980225988700564
288,10,1,660,5.0,122,128.0,648,383,86,525,541.0,70,49,194.0,176.0,290.0,622.0,450.5,1114.0,0.9818181818181818,0.1303030303030303,0.4393939393939394,0.29393939393939394,5.409836065573771,0.8196969696969697
289,11,2,655,5.0,128,130.0,648,319,70,510,536.0,68,51,194.0,196.0,265.0,599.5,454.0,1067.5,0.9893129770992366,0.10687022900763359,0.40458015267175573,0.2961832061068702,5.1171875,0.8183206106870229
290,12,3,713,5.0,126,139.0,702,380,82,522,570.0,91,52,221.0,210.0,282.0,592.0,475.0,1110.0,0.9845722300140253,0.1150070126227209,0.3955119214586255,0.30995792426367463,5.658730158730159,0.7994389901823282
291,13,4,654,5.0,129,144.0,642,357,59,490,529.0,70,55,200.0,177.0,277.0,590.0,487.5,1123.5,0.981651376146789,0.09021406727828746,0.4235474006116208,0.3058103975535168,5.069767441860465,0.808868501529052
292,14,5,744,5.0,131,150.0,735,398,66,568,609.0,81,54,236.0,201.0,307.0,657.0,462.0,1172.0,0.9879032258064516,0.08870967741935484,0.41263440860215056,0.3172043010752688,5.679389312977099,0.8185483870967742
293,15,6,789,10.0,132,137.0,764,381,79,593,643.0,79,67,246.0,230.0,313.0,621.0,487.0,1165.0,0.9683143219264893,0.10012674271229405,0.39670468948035487,0.311787072243346,5.9772727272727275,0.8149556400506971
294,16,0,759,5.0,129,145.0,740,408,86,554,597.0,95,67,224.0,204.0,331.0,659.0,475.0,1182.0,0.9749670619235836,0.11330698287220026,0.43610013175230566,0.2951251646903821,5.883720930232558,0.7865612648221344
295,17,1,665,5.0,125,120.0,646,353,81,519,502.0,92,71,213.0,171.0,281.0,593.5,454.0,1122.0,0.9714285714285714,0.12180451127819548,0.42255639097744363,0.32030075187969925,5.32,0.7548872180451128
296,18,2,726,5.0,132,140.0,697,414,87,536,569.0,92,65,211.0,187.0,328.0,635.0,482.0,1162.0,0.9600550964187328,0.11983471074380166,0.45179063360881544,0.290633608815427,5.5,0.7837465564738292
297,19,3,803,5.0,135,145.0,768,447,99,592,660.0,85,58,267.0,215.0,321.0,628.0,458.0,1116.0,0.9564134495641345,0.1232876712328767,0.39975093399750933,0.33250311332503113,5.948148148148148,0.821917808219178
298,20,4,764,5.0,128,135.0,742,403,60,558,629.0,85,50,235.0,210.0,319.0,579.0,459.5,1087.0,0.9712041884816754,0.07853403141361257,0.4175392670157068,0.3075916230366492,5.96875,0.8232984293193717
299,21,5,773,5.0,132,140.0,744,416,82,564,636.0,82,55,231.0,233.0,309.0,612.0,468.0,1106.0,0.96248382923674,0.10608020698576973,0.3997412677878396,0.2988357050452781,5.856060606060606,0.8227684346701164
300,22,6,760,5.0,120,145.0,741,384,80,575,634.0,74,52,246.0,223.0,291.0,638.0,464.5,1129.0,0.975,0.10526315789473684,0.3828947368421053,0.3236842105263158,6.333333333333333,0.8342105263157895
301,23,0,756,6.0,116,140.0,734,408,86,580,626.0,83,47,252.0,214.0,290.0,684.0,465.5,1201.5,0.9708994708994709,0.11375661375661375,0.3835978835978836,0.3333333333333333,6.517241379310345,0.828042328042328
302,24,1,879,5.0,138,135.0,862,440,84,671,753.0,77,49,267.0,233.0,379.0,597.0,455.0,1098.0,0.9806598407281001,0.09556313993174062,0.4311717861205916,0.3037542662116041,6.369565217391305,0.856655290102389
303,25,2,799,5.0,132,135.0,791,416,86,585,645.0,94,60,230.0,250.0,319.0,625.0,478.0,1114.0,0.9899874843554443,0.10763454317897372,0.3992490613266583,0.2878598247809762,6.053030303030303,0.8072590738423029
304,26,3,757,5.0,128,140.0,738,386,101,557,617.0,90,50,229.0,258.0,270.0,658.0,467.0,1159.5,0.9749009247027741,0.1334214002642008,0.35667107001321,0.30250990752972257,5.9140625,0.8150594451783355
305,27,4,692,5.0,125,130.0,684,373,79,541,555.0,82,55,189.0,212.0,291.0,633.5,462.5,1114.0,0.9884393063583815,0.11416184971098266,0.42052023121387283,0.273121387283237,5.536,0.8020231213872833
306,28,5,775,5.0,130,135.0,756,439,77,600,629.0,95,51,246.0,208.0,321.0,645.5,506.0,1185.5,0.9754838709677419,0.09935483870967741,0.41419354838709677,0.3174193548387097,5.961538461538462,0.8116129032258065
307,29,6,873,5.0,143,150.0,845,485,116,694,699.0,109,65,252.0,282.0,339.0,661.5,456.0,1190.0,0.9679266895761741,0.13287514318442153,0.38831615120274915,0.28865979381443296,6.104895104895105,0.8006872852233677
308,30,0,710,10.0,115,150.0,690,414,103,548,551.0,91,68,204.0,186.0,320.0,669.5,468.5,1181.0,0.971830985915493,0.14507042253521127,0.4507042253521127,0.28732394366197184,6.173913043478261,0.776056338028169
309,31,1,725,10.0,125,140.0,706,396,70,591,605.0,77,43,207.0,187.0,331.0,633.0,467.0,1141.0,0.9737931034482759,0.09655172413793103,0.45655172413793105,0.28551724137931034,5.8,0.8344827586206897
310,1,2,835,6.0,142,150.0,816,473,98,646,677.0,94,64,248.0,254.0,333.0,638.0,487.0,1171.5,0.9772455089820359,0.11736526946107785,0.39880239520958083,0.2970059880239521,5.880281690140845,0.8107784431137725
311,2,3,809,9.0,129,140.0,794,454,109,621,637.0,102,70,230.0,221.0,358.0,623.0,470.0,1148.0,0.9814585908529048,0.13473423980222496,0.44252163164400493,0.2843016069221261,6.271317829457364,0.7873918417799752
312,3,4,853,9.0,140,145.0,836,474,119,617,685.0,104,64,247.0,277.0,329.0,636.0,459.0,1183.0,0.9800703399765534,0.1395076201641266,0.38569753810082064,0.2895662368112544,6.0928571428571425,0.8030480656506448
313,4,5,894,9.0,141,135.0,877,489,115,681,702.0,114,78,256.0,263.0,375.0,608.0,448.0,1112.0,0.9809843400447428,0.12863534675615212,0.41946308724832215,0.28635346756152125,6.340425531914893,0.785234899328859
314,5,6,897,9.0,135,150.0,887,498,105,688,696.0,127,74,278.0,246.0,373.0,670.5,485.0,1207.0,0.9888517279821628,0.11705685618729098,0.4158305462653289,0.30992196209587514,6.644444444444445,0.7759197324414716
315,6,0,816,9.0,120,150.0,793,478,113,602,615.0,123,78,271.0,223.0,322.0,704.0,450.5,1208.0,0.9718137254901961,0.13848039215686275,0.3946078431372549,0.3321078431372549,6.8,0.7536764705882353
316,7,1,822,10.0,113,159.0,805,553,139,596,637.0,115,70,254.0,260.0,308.0,691.0,464.0,1199.0,0.9793187347931873,0.16909975669099755,0.3746958637469586,0.30900243309002434,7.274336283185841,0.7749391727493917
317,8,2,1010,10.0,107,160.0,992,633,182,753,776.0,148,86,240.0,367.0,403.0,731.5,479.0,1239.0,0.9821782178217822,0.1801980198019802,0.39900990099009903,0.2376237623762376,9.439252336448599,0.7683168316831683
318,9,3,865,10.0,92,155.0,854,515,160,691,696.0,108,61,176.0,331.0,358.0,669.0,465.5,1189.0,0.9872832369942196,0.18497109826589594,0.4138728323699422,0.20346820809248556,9.402173913043478,0.8046242774566474
319,10,4,847,10.0,100,155.0,840,510,124,648,659.0,112,76,189.0,318.0,340.0,706.0,457.0,1213.0,0.9917355371900827,0.14639905548996457,0.4014167650531287,0.2231404958677686,8.47,0.7780401416765053
320,11,5,983,9.0,118,145.0,976,565,145,748,760.0,137,86,256.0,313.0,414.0,667.5,460.0,1180.0,0.9928789420142421,0.14750762970498474,0.4211597151576806,0.26042726347914547,8.330508474576272,0.7731434384537131
321,12,6,1032,9.0,132,154.0,1022,581,145,781,812.0,142,78,265.0,351.0,416.0,653.0,451.5,1140.0,0.9903100775193798,0.14050387596899225,0.40310077519379844,0.2567829457364341,7.818181818181818,0.7868217054263565
322,13,0,995,9.0,125,150.0,973,549,131,769,790.0,124,81,273.0,279.0,443.0,698.5,468.0,1233.0,0.9778894472361809,0.13165829145728644,0.4452261306532663,0.2743718592964824,7.96,0.7939698492462312
323,14,1,797,9.0,133,140.0,791,494,121,590,621.0,101,75,220.0,196.0,381.0,631.0,473.0,1129.0,0.9924717691342535,0.15181932245922208,0.4780426599749059,0.27603513174404015,5.992481203007519,0.7791718946047679
324,15,2,902,9.0,142,140.0,891,529,142,664,703.0,122,77,278.0,257.0,367.0,650.5,448.5,1140.5,0.9878048780487805,0.1574279379157428,0.40687361419068735,0.3082039911308204,6.352112676056338,0.779379157427938
325,16,3,894,5.0,141,139.5,872,427,133,691,686.0,122,86,247.0,275.0,372.0,656.0,437.0,1148.0,0.9753914988814317,0.1487695749440716,0.4161073825503356,0.27628635346756153,6.340425531914893,0.767337807606264
326,17,4,885,5.0,141,140.0,832,490,154,687,649.0,147,89,245.0,238.0,402.0,612.0,452.0,1124.5,0.9401129943502825,0.17401129943502824,0.4542372881355932,0.2768361581920904,6.276595744680851,0.7333333333333333
327,18,5,869,5.0,143,145.0,823,510,128,654,633.0,142,94,249.0,238.0,382.0,638.5,476.0,1127.5,0.9470655926352128,0.1472957422324511,0.43958573072497126,0.286536248561565,6.076923076923077,0.7284234752589183
328,19,6,995,0.0,143,154.0,956,580,157,785,758.0,139,98,277.0,310.0,408.0,660.0,466.0,1146.0,0.9608040201005025,0.1577889447236181,0.4100502512562814,0.27839195979899495,6.958041958041958,0.7618090452261307
329,20,0,917,5.0,135,150.0,876,509,127,678,701.0,130,86,261.0,280.0,376.0,681.5,453.0,1170.5,0.955288985823337,0.13849509269356597,0.4100327153762268,0.2846237731733915,6.792592592592593,0.7644492911668485
330,21,1,898,0.0,131,140.0,863,513,154,702,672.0,133,93,285.0,233.0,380.0,622.5,449.5,1087.5,0.9610244988864143,0.1714922048997773,0.42316258351893093,0.31737193763919824,6.854961832061068,0.7483296213808464
331,22,2,885,5.0,144,148.0,842,543,150,656,626.0,149,110,274.0,261.0,350.0,666.0,487.0,1196.0,0.9514124293785311,0.1694915254237288,0.3954802259887006,0.3096045197740113,6.145833333333333,0.7073446327683616
332,23,3,998,0.0,135,149.0,949,545,207,779,737.0,164,97,278.0,329.0,391.0,642.0,441.0,1121.0,0.9509018036072144,0.20741482965931865,0.39178356713426854,0.2785571142284569,7.392592592592592,0.7384769539078156
333,24,4,1023,5.0,154,140.0,977,579,193,788,730.0,185,108,285.0,305.0,433.0,648.0,463.0,1174.0,0.9550342130987293,0.18866080156402737,0.4232649071358749,0.2785923753665689,6.642857142857143,0.7135874877810362
334,25,5,1004,10.0,141,148.5,959,550,196,799,737.0,152,115,330.0,318.0,356.0,672.5,484.0,1205.0,0.9551792828685259,0.1952191235059761,0.3545816733067729,0.3286852589641434,7.120567375886525,0.7340637450199203
335,26,6,1121,5.0,134,160.0,1077,613,204,867,822.0,163,136,397.0,331.0,393.0,695.0,457.0,1188.0,0.9607493309545049,0.18198037466547726,0.35057983942908116,0.3541480820695807,8.365671641791044,0.7332738626226584
336,27,0,1027,5.0,137,149.0,997,570,214,750,762.0,161,104,320.0,320.0,387.0,680.0,448.0,1175.5,0.9707887049659202,0.20837390457643623,0.37682570593963,0.31158714703018503,7.4963503649635035,0.7419668938656281
337,28,1,1023,5.0,136,155.0,983,541,180,799,749.0,170,104,352.0,283.0,388.0,654.5,451.0,1147.5,0.9608993157380255,0.17595307917888564,0.37927663734115347,0.34408602150537637,7.522058823529412,0.7321603128054741
338,29,2,1042,2.0,147,140.0,1017,519,177,818,773.0,169,100,332.0,302.0,408.0,632.0,433.0,1082.0,0.9760076775431862,0.16986564299424184,0.3915547024952015,0.31861804222648754,7.08843537414966,0.7418426103646834
339,30,3,989,0.0,146,140.0,959,492,163,775,703.0,182,104,317.0,305.0,367.0,655.0,442.5,1133.0,0.9696663296258847,0.16481294236602628,0.3710819009100101,0.320525783619818,6.773972602739726,0.7108190091001011
340,31,4,1009,5.0,153,140.0,960,508,187,792,734.0,175,100,321.0,310.0,378.0,643.0,460.5,1141.5,0.9514370664023786,0.18533201189296333,0.37462834489593655,0.31813676907829536,6.594771241830065,0.7274529236868187
341,1,5,997,5.0,151,140.0,946,484,174,759,736.0,161,100,326.0,323.0,348.0,629.0,445.0,1114.5,0.9488465396188566,0.17452357071213642,0.34904714142427284,0.32698094282848544,6.602649006622516,0.7382146439317954
342,2,6,1098,5.0,143,158.0,1060,594,234,829,760.0,204,134,373.0,333.0,392.0,631.0,467.0,1124.0,0.9653916211293261,0.21311475409836064,0.3570127504553734,0.33970856102003644,7.678321678321678,0.692167577413479
343,3,0,941,5.0,126,154.0,893,489,210,701,648.0,176,117,302.0,288.0,351.0,648.0,436.0,1134.0,0.9489904357066951,0.22316684378320936,0.37300743889479276,0.32093517534537724,7.468253968253968,0.6886291179596175
344,4,1,939,0.0,128,135.0,891,502,209,703,683.0,160,96,300.0,263.0,376.0,612.5,430.0,1080.0,0.9488817891373802,0.22257720979765708,0.40042598509052185,0.3194888178913738,7.3359375,0.7273695420660277
345,5,2,957,0.0,138,138.0,906,499,179,717,641.0,198,118,333.0,258.0,366.0,600.0,427.0,1077.0,0.9467084639498433,0.18704284221525602,0.3824451410658307,0.34796238244514105,6.934782608695652,0.6698014629049112
346,6,3,930,0.0,137,140.0,872,474,184,680,650.0,175,105,316.0,281.0,333.0,645.0,430.0,1154.0,0.9376344086021505,0.1978494623655914,0.3580645161290323,0.33978494623655914,6.788321167883212,0.6989247311827957
347,7,4,910,1.0,145,139.5,818,464,199,655,604.0,181,125,314.0,269.0,327.0,620.0,438.0,1103.0,0.8989010989010989,0.21868131868131868,0.35934065934065934,0.34505494505494505,6.275862068965517,0.6637362637362637
348,8,5,995,5.0,146,140.0,918,487,216,723,668.0,198,129,341.0,294.0,360.0,629.5,437.0,1109.0,0.9226130653266331,0.21708542713567838,0.36180904522613067,0.342713567839196,6.815068493150685,0.671356783919598
349,9,6,1016,5.0,143,150.0,958,554,194,787,721.0,188,107,331.0,320.0,365.0,657.0,451.5,1144.0,0.9429133858267716,0.19094488188976377,0.359251968503937,0.3257874015748031,7.104895104895105,0.7096456692913385
350,10,0,1034,5.0,126,153.5,969,579,228,777,742.0,173,119,323.0,326.0,385.0,696.0,442.0,1153.5,0.937137330754352,0.2205029013539652,0.3723404255319149,0.31237911025145065,8.206349206349206,0.7176015473887815
351,11,1,1089,0.0,140,129.0,998,541,204,832,788.0,180,121,336.0,277.0,476.0,633.0,421.0,1092.0,0.9164370982552801,0.18732782369146006,0.43709825528007346,0.3085399449035813,7.7785714285714285,0.7235996326905417
352,12,2,1013,1.0,144,139.0,969,488,190,781,718.0,163,132,324.0,301.0,388.0,638.5,435.0,1124.5,0.9565646594274433,0.18756169792694966,0.3830207305034551,0.3198420533070089,7.034722222222222,0.7087857847976308
353,13,3,989,0.0,144,140.0,954,491,180,747,704.0,177,108,303.0,294.0,392.0,644.0,441.0,1122.0,0.9646107178968655,0.1820020222446916,0.39635995955510617,0.3063700707785642,6.868055555555555,0.7118301314459049
354,14,4,1060,0.0,148,145.0,1015,532,197,815,767.0,188,105,324.0,309.0,427.0,615.0,430.5,1087.0,0.9575471698113207,0.18584905660377357,0.4028301886792453,0.30566037735849055,7.162162162162162,0.7235849056603774
355,15,5,1105,0.0,147,145.0,1064,588,167,857,842.0,145,118,324.0,322.0,459.0,631.5,437.0,1114.5,0.96289592760181,0.151131221719457,0.4153846153846154,0.29321266968325793,7.517006802721088,0.7619909502262443
356,16,6,1137,0.0,148,148.0,1095,565,187,913,863.0,175,99,327.0,330.0,480.0,634.0,423.0,1110.0,0.9630606860158312,0.1644678979771328,0.42216358839050133,0.287598944591029,7.6824324324324325,0.7590149516270889
357,17,0,1107,0.0,135,140.0,1071,554,183,865,832.0,178,97,337.0,320.0,450.0,684.0,422.5,1144.0,0.967479674796748,0.16531165311653118,0.4065040650406504,0.3044263775971093,8.2,0.7515808491418248
358,18,1,1201,0.0,143,129.0,1154,587,193,941,931.0,183,87,350.0,335.0,516.0,592.0,418.0,1046.0,0.9608659450457951,0.16069941715237301,0.42964196502914237,0.29142381348875934,8.398601398601398,0.7751873438800999
359,19,2,1164,0.0,147,135.0,1129,564,185,906,911.0,161,92,336.0,336.0,492.0,625.5,411.0,1066.5,0.9699312714776632,0.15893470790378006,0.422680412371134,0.28865979381443296,7.918367346938775,0.7826460481099656
360,20,3,1213,0.0,141,145.0,1169,580,218,941,928.0,189,96,397.0,313.0,503.0,639.0,417.0,1105.5,0.9637262984336357,0.179719703215169,0.41467436108821104,0.32728771640560594,8.602836879432624,0.765045342126958
361,21,4,1151,0.0,143,140.0,1118,545,145,924,919.0,152,80,314.0,296.0,541.0,615.0,412.0,1066.0,0.9713292788879235,0.1259774109470026,0.47002606429192006,0.2728062554300608,8.048951048951048,0.7984361424847958
362,22,5,1092,0.0,140,141.0,1046,535,191,855,848.0,144,100,292.0,308.0,492.0,625.5,421.0,1091.5,0.9578754578754579,0.1749084249084249,0.45054945054945056,0.2673992673992674,7.8,0.7765567765567766
363,23,6,1202,0.0,147,148.5,1160,560,200,957,952.0,164,86,335.0,326.0,541.0,647.0,429.0,1118.0,0.9650582362728786,0.16638935108153077,0.45008319467554075,0.27870216306156403,8.17687074829932,0.7920133111480865
364,24,0,1020,0.0,129,153.0,980,520,195,784,764.0,166,90,285.0,259.0,476.0,683.0,421.5,1130.0,0.9607843137254902,0.19117647058823528,0.4666666666666667,0.27941176470588236,7.906976744186046,0.7490196078431373
365,25,1,1039,0.0,140,135.0,1005,459,169,825,820.0,140,79,305.0,258.0,476.0,603.5,433.0,1081.0,0.9672762271414822,0.16265640038498555,0.45813282001924927,0.29355149181905676,7.421428571428572,0.7892204042348412
